epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.1935025155544281,0.10728953033685684,0.7221770882606506,1e-04,0.2913241684436798,0.7570591568946838,0.1584170013666153,0.08605307340621948,0.8419596552848816,0.20844866335391998,0.8300222754478455
1,0.2390824258327484,0.13589078187942505,0.5017863512039185,1e-04,0.5474316477775574,0.5046011209487915,0.15231823921203613,0.08246376365423203,0.6245080828666687,0.14054447412490845,0.1900436133146286
2,0.27659928798675537,0.16062764823436737,0.3865724802017212,1e-04,0.7555444836616516,0.3998687267303467,0.1491047739982605,0.0805824026465416,0.5029956102371216,0.15072943270206451,0.05177886039018631
3,0.31201738119125366,0.18497774004936218,0.32106831669807434,1e-04,0.8509886860847473,0.3761502802371979,0.15135809779167175,0.08190073072910309,0.4719109535217285,0.30139005184173584,0.048494163900613785
4,0.34024789929389954,0.20513248443603516,0.28147512674331665,1e-04,0.8867485523223877,0.36766767501831055,0.15494593977928162,0.08400533348321915,0.46197766065597534,0.39473971724510193,0.05478721857070923
5,0.3612951636314392,0.22062213718891144,0.2573467195034027,1e-04,0.9052719473838806,0.3651185631752014,0.1790749728679657,0.09837887436151505,0.5620812177658081,0.4207454323768616,0.23820331692695618
6,0.3788471221923828,0.23382779955863953,0.24102886021137238,1e-04,0.9158602952957153,0.36636513471603394,0.16260211169719696,0.08852527290582657,0.46632084250450134,0.6093777418136597,0.07166319340467453
7,0.39283081889152527,0.2445707619190216,0.22827251255512238,1e-04,0.9236968755722046,0.3661227822303772,0.16674843430519104,0.09099005162715912,0.4119609296321869,0.7328274250030518,0.05855124816298485
8,0.39947229623794556,0.2497541457414627,0.2231467068195343,1e-04,0.9259920120239258,0.36822760105133057,0.17381469905376434,0.09521675109863281,0.5267877578735352,0.5361658334732056,0.07785698026418686
9,0.4068966805934906,0.2555423676967621,0.21774108707904816,1e-04,0.9273562431335449,0.36966049671173096,0.159664124250412,0.08678575605154037,0.4382496476173401,0.5027756094932556,0.03612357750535011
10,0.41564273834228516,0.26248258352279663,0.21103540062904358,1e-04,0.9311915636062622,0.37092265486717224,0.16906782984733582,0.09237447381019592,0.38701122999191284,0.6590982675552368,0.04197664558887482
11,0.422664076089859,0.2680964171886444,0.20490097999572754,1e-04,0.9363995790481567,0.3691721558570862,0.18654951453208923,0.10291782766580582,0.3575419783592224,0.8809604048728943,0.06565899401903152
12,0.4289790093898773,0.2731918692588806,0.19938775897026062,1e-04,0.941889762878418,0.36734914779663086,0.21111957728862762,0.11808635294437408,0.33619779348373413,0.9492725729942322,0.10439208149909973
13,0.43536847829818726,0.2783934473991394,0.19505885243415833,1e-04,0.9429943561553955,0.3708675801753998,0.2154575139284134,0.12080670893192291,0.3212170898914337,0.9894388318061829,0.10204638540744781
14,0.44001835584640503,0.28220003843307495,0.1919814795255661,1e-04,0.9432365894317627,0.37243908643722534,0.25430551171302795,0.1457941234111786,0.30632907152175903,0.9436166286468506,0.16536414623260498
15,0.44409045577049255,0.28556039929389954,0.18906152248382568,1e-04,0.9461251497268677,0.3725886940956116,0.2663401663303375,0.15376898646354675,0.2856029272079468,0.986908495426178,0.17083178460597992
16,0.4480181634426117,0.28880876302719116,0.1858138144016266,1e-04,0.9494563341140747,0.37160927057266235,0.28435105085372925,0.16589438915252686,0.2681529223918915,0.9900375008583069,0.18431752920150757
17,0.45250624418258667,0.29254934191703796,0.1832980364561081,1e-04,0.9500067830085754,0.3734414577484131,0.33185750246047974,0.19912081956863403,0.250501424074173,0.9821050763130188,0.2611532509326935
18,0.45652276277542114,0.29590561985969543,0.180661141872406,1e-04,0.9508792161941528,0.3741684556007385,0.3322696089744568,0.1994171291589737,0.24262826144695282,0.985167384147644,0.24679556488990784
19,0.46050944924354553,0.29926037788391113,0.1784125715494156,1e-04,0.9519339799880981,0.37602269649505615,0.3545857071876526,0.21568715572357178,0.23037901520729065,0.9720558524131775,0.2714186906814575
20,0.46318310499191284,0.30151957273483276,0.17686159908771515,1e-04,0.9517605900764465,0.3761420249938965,0.3438364863395691,0.20780007541179657,0.22562208771705627,0.9817885160446167,0.23748789727687836
21,0.4673007130622864,0.30500903725624084,0.17465177178382874,1e-04,0.9534834027290344,0.37792831659317017,0.3687923848628998,0.22628553211688995,0.21740257740020752,0.9809363484382629,0.27388691902160645
22,0.4697544574737549,0.3070969879627228,0.1727677583694458,1e-04,0.9547218680381775,0.37727290391921997,0.4127161502838135,0.2602137327194214,0.21311596035957336,0.9501988887786865,0.36572328209877014
23,0.47245997190475464,0.3094176650047302,0.17083275318145752,1e-04,0.9549972414970398,0.37651562690734863,0.40707212686538696,0.25574880838394165,0.20246970653533936,0.9719633460044861,0.3202875554561615
24,0.4759957790374756,0.3124655485153198,0.16878913342952728,1e-04,0.9560528993606567,0.37753912806510925,0.41697973012924194,0.26360052824020386,0.19917753338813782,0.9686010479927063,0.33421599864959717
25,0.4784839153289795,0.31462323665618896,0.168024480342865,1e-04,0.9553099870681763,0.3799220621585846,0.4100232720375061,0.2580854594707489,0.19788359105587006,0.9623287916183472,0.3105980455875397
26,0.4808485507965088,0.316649854183197,0.16666635870933533,1e-04,0.955868124961853,0.37926575541496277,0.41039448976516724,0.25839486718177795,0.19280974566936493,0.9763142466545105,0.29695847630500793
27,0.4851337969303131,0.320378839969635,0.1644691526889801,1e-04,0.9570876955986023,0.38012126088142395,0.42145228385925293,0.267208993434906,0.19091752171516418,0.9729852676391602,0.31890320777893066
28,0.4872330129146576,0.3221982717514038,0.16280697286128998,1e-04,0.9590448141098022,0.37820735573768616,0.43572568893432617,0.27874618768692017,0.18881021440029144,0.9633895754814148,0.3481658697128296
29,0.49025803804397583,0.3248594105243683,0.1611402928829193,1e-04,0.9590993523597717,0.38000285625457764,0.43732529878616333,0.28006118535995483,0.19159038364887238,0.9564948081970215,0.36141642928123474
30,0.49447202682495117,0.3285611569881439,0.15947668254375458,1e-04,0.9589317440986633,0.3827584683895111,0.43973618745803833,0.2820497155189514,0.18480578064918518,0.9660331010818481,0.34162598848342896
31,0.4968145787715912,0.33061838150024414,0.15823575854301453,1e-04,0.959335207939148,0.3824096620082855,0.450307697057724,0.29080891609191895,0.177255779504776,0.9698650240898132,0.3345566987991333
32,0.4993314743041992,0.33285045623779297,0.15672773122787476,1e-04,0.9597423076629639,0.3819763958454132,0.4567604064941406,0.29617446660995483,0.19559849798679352,0.918761670589447,0.4167303740978241
33,0.501105010509491,0.3344336450099945,0.1554466336965561,1e-04,0.9615524411201477,0.3806270360946655,0.45661282539367676,0.2961087226867676,0.19521546363830566,0.918670117855072,0.41399747133255005
34,0.5032211542129517,0.33633825182914734,0.1538476049900055,1e-04,0.9623572826385498,0.3782954812049866,0.4553685784339905,0.2950197756290436,0.19372360408306122,0.9262942671775818,0.4116338789463043
35,0.5070868730545044,0.33979278802871704,0.15240873396396637,1e-04,0.9621948599815369,0.38209664821624756,0.4588419795036316,0.29795172810554504,0.18289005756378174,0.9451952576637268,0.3802768290042877
36,0.5098856687545776,0.3423069715499878,0.1511840969324112,1e-04,0.9622223377227783,0.38250237703323364,0.4594983160495758,0.29847240447998047,0.19073903560638428,0.9209044575691223,0.40876680612564087
37,0.5093140602111816,0.34181585907936096,0.15007469058036804,1e-05,0.9668294191360474,0.374224454164505,0.45801854133605957,0.29722079634666443,0.1967790573835373,0.9048210382461548,0.42688584327697754
38,0.5140259861946106,0.34607359766960144,0.14861829578876495,1e-05,0.9659120440483093,0.3852139413356781,0.46232566237449646,0.30085527896881104,0.18933822214603424,0.9202216863632202,0.4137774705886841
39,0.5157381296157837,0.34762996435165405,0.14808818697929382,1e-05,0.9657518267631531,0.3870241045951843,0.46355611085891724,0.3019043207168579,0.18891510367393494,0.9189980626106262,0.4148175120353699
40,0.5166019201278687,0.348416268825531,0.14770223200321198,1e-05,0.9662073850631714,0.3869938254356384,0.4645763039588928,0.3027743995189667,0.18779253959655762,0.9190501570701599,0.41284385323524475
41,0.5168639421463013,0.34865444898605347,0.14741671085357666,1e-05,0.9669249653816223,0.3863714635372162,0.4701077938079834,0.30748099088668823,0.1803693026304245,0.9334848523139954,0.399657666683197
42,0.5172230005264282,0.34898319840431213,0.14720872044563293,1e-06,0.9671107530593872,0.38665875792503357,0.47385281324386597,0.31068629026412964,0.178268164396286,0.93461012840271,0.400365948677063
43,0.517329216003418,0.34907978773117065,0.14718076586723328,1e-06,0.967105507850647,0.3867569863796234,0.47740665078163147,0.3137429356575012,0.17635083198547363,0.9355812072753906,0.40113502740859985
44,0.5174399018287659,0.34918051958084106,0.14715324342250824,1e-06,0.9671050906181335,0.3868864178657532,0.48080816864967346,0.31668201088905334,0.1744474470615387,0.9367494583129883,0.40145158767700195
45,0.5175373554229736,0.34926924109458923,0.14712713658809662,1e-06,0.9670957326889038,0.3869883120059967,0.48401349782943726,0.3194636106491089,0.17255274951457977,0.9382064342498779,0.4012235403060913
46,0.517619252204895,0.34934377670288086,0.14710184931755066,1e-06,0.9670895338058472,0.38704797625541687,0.4869609773159027,0.32203182578086853,0.17071814835071564,0.939852774143219,0.4005903899669647
47,0.51768958568573,0.34940794110298157,0.14707691967487335,1e-06,0.9670907855033875,0.38709020614624023,0.48961836099624634,0.3243561089038849,0.16899648308753967,0.9414269328117371,0.39962637424468994
48,0.5177532434463501,0.3494659662246704,0.1470520794391632,1e-06,0.9671207666397095,0.38710397481918335,0.4919850826263428,0.3264332413673401,0.16741374135017395,0.9429969787597656,0.39843249320983887
49,0.5178128480911255,0.34952008724212646,0.14702728390693665,1e-06,0.9671617746353149,0.38711774349212646,0.4940645694732666,0.3282638192176819,0.165983647108078,0.9445184469223022,0.3969721496105194
50,0.5178700685501099,0.3495722711086273,0.1470024287700653,1e-06,0.9671931266784668,0.38714802265167236,0.49587482213974,0.32986170053482056,0.1647072434425354,0.9459317922592163,0.3955359160900116
51,0.517926812171936,0.34962397813796997,0.14697760343551636,1e-06,0.9672009944915771,0.3871902525424957,0.4974481463432312,0.33125388622283936,0.16358248889446259,0.9472400546073914,0.39418378472328186
52,0.5179842114448547,0.3496762216091156,0.1469527781009674,1e-06,0.9672167301177979,0.38721963763237,0.49881643056869507,0.33246713876724243,0.16259358823299408,0.9483047723770142,0.39284592866897583
53,0.5180417895317078,0.3497287333011627,0.14692790806293488,1e-06,0.9672544002532959,0.3872462511062622,0.5000112652778625,0.3335285484790802,0.16171792149543762,0.9493104219436646,0.3915688991546631
54,0.5180994868278503,0.34978124499320984,0.14690300822257996,1e-06,0.9672805070877075,0.3872673511505127,0.5010483860969543,0.33445149660110474,0.16094525158405304,0.9502070546150208,0.39034372568130493
55,0.5181578993797302,0.34983450174331665,0.14687807857990265,1e-06,0.9673033356666565,0.3873022496700287,0.5019494891166687,0.3352544903755188,0.16026346385478973,0.9509826898574829,0.38917580246925354
56,0.5182164907455444,0.3498879671096802,0.14685305953025818,1e-06,0.9673267602920532,0.38731783628463745,0.5027307271957397,0.33595162630081177,0.15966066718101501,0.9517335891723633,0.3880302309989929
57,0.5182746648788452,0.3499409556388855,0.14682798087596893,1e-06,0.9673417210578918,0.3873380422592163,0.5034068822860718,0.33655574917793274,0.15912534296512604,0.9523520469665527,0.38697677850723267
58,0.5183324813842773,0.3499937057495117,0.1468028873205185,1e-06,0.9673559665679932,0.3873499631881714,0.50400310754776,0.3370888829231262,0.15865162014961243,0.953005850315094,0.38597428798675537
59,0.5183905959129333,0.35004669427871704,0.14677776396274567,1e-06,0.9673802852630615,0.38737568259239197,0.504534125328064,0.33756425976753235,0.1582328826189041,0.953562319278717,0.38511666655540466
60,0.5184492468833923,0.3501001000404358,0.14675259590148926,1e-06,0.9673987627029419,0.3873848617076874,0.5050064325332642,0.33798733353614807,0.15786047279834747,0.9540206789970398,0.3842813968658447
61,0.5185078382492065,0.3501536250114441,0.14672735333442688,1e-06,0.967415452003479,0.3873995542526245,0.5054277777671814,0.33836501836776733,0.1575242131948471,0.9545263648033142,0.38357940316200256
62,0.5185664296150208,0.35020700097084045,0.14670205116271973,1e-06,0.9674364924430847,0.3874123990535736,0.5057980418205261,0.33869725465774536,0.15722335875034332,0.9548344016075134,0.3828416168689728
63,0.5186250805854797,0.350260466337204,0.1466766893863678,1e-06,0.9674743413925171,0.3874417543411255,0.5061273574829102,0.3389928936958313,0.1569577008485794,0.9551798105239868,0.3822343945503235
64,0.5186845660209656,0.35031479597091675,0.1466512680053711,1e-06,0.9674884676933289,0.3874518573284149,0.5064268112182617,0.3392618000507355,0.15672346949577332,0.9554399251937866,0.3816942572593689
65,0.5187447667121887,0.3503696620464325,0.1466258019208908,1e-06,0.9675077795982361,0.38747113943099976,0.5066913366317749,0.3394995331764221,0.15651357173919678,0.9557087421417236,0.38114693760871887
66,0.5188047885894775,0.3504243493080139,0.14660026133060455,1e-06,0.9675407409667969,0.3874950110912323,0.5069304704666138,0.339714378118515,0.15631958842277527,0.955976665019989,0.38060322403907776
67,0.5188645124435425,0.35047897696495056,0.1465746909379959,1e-06,0.9675686359405518,0.38751062750816345,0.5071450471878052,0.3399074375629425,0.15614202618598938,0.9562090635299683,0.3801185190677643
68,0.5189240574836731,0.35053321719169617,0.1465490609407425,1e-06,0.9675971865653992,0.3875344693660736,0.5073376893997192,0.3400808274745941,0.15598228573799133,0.9564034342765808,0.37969374656677246
69,0.5189834833145142,0.3505874276161194,0.1465233564376831,1e-06,0.9676279425621033,0.38755834102630615,0.5075119733810425,0.34023764729499817,0.15584029257297516,0.9565988183021545,0.37931278347969055
70,0.5190430283546448,0.35064181685447693,0.14649760723114014,1e-06,0.9676472544670105,0.387577623128891,0.5076712369918823,0.340380996465683,0.1557139903306961,0.9567524194717407,0.37894076108932495
71,0.5191025733947754,0.3506961464881897,0.1464717835187912,1e-06,0.9676796197891235,0.3875941336154938,0.5078231692314148,0.3405178189277649,0.15559864044189453,0.9568660259246826,0.3786545991897583
72,0.5191624164581299,0.35075074434280396,0.14644591510295868,1e-06,0.967712938785553,0.3875950574874878,0.5079570412635803,0.3406383991241455,0.15549138188362122,0.9569869041442871,0.37837377190589905
73,0.5192223787307739,0.35080549120903015,0.14642003178596497,1e-06,0.9677428007125854,0.3876079022884369,0.5080699920654297,0.34074023365974426,0.1553933322429657,0.9570796489715576,0.37807151675224304
74,0.5192826986312866,0.3508605360984802,0.14639407396316528,1e-06,0.9677589535713196,0.38761526346206665,0.5081743001937866,0.3408341705799103,0.15530601143836975,0.9572125673294067,0.37781843543052673
75,0.5193428993225098,0.35091549158096313,0.14636807143688202,1e-06,0.9677906632423401,0.38762351870536804,0.508272647857666,0.34092283248901367,0.15522922575473785,0.9573013782501221,0.3775966465473175
76,0.5194026827812195,0.35097017884254456,0.14634200930595398,1e-06,0.9678221344947815,0.387656569480896,0.5083622336387634,0.34100350737571716,0.15516014397144318,0.9574004411697388,0.3773882985115051
77,0.5194627046585083,0.35102492570877075,0.14631588757038116,1e-06,0.9678465723991394,0.387656569480896,0.5084471106529236,0.34108009934425354,0.15509441494941711,0.9574787616729736,0.37718796730041504
78,0.5195232033729553,0.3510800898075104,0.1462896764278412,1e-06,0.9679058790206909,0.3876776695251465,0.5085276365280151,0.34115272760391235,0.15503251552581787,0.9575570821762085,0.3770073354244232
79,0.5195841193199158,0.35113582015037537,0.14626340568065643,1e-06,0.9679351449012756,0.38771072030067444,0.5086027383804321,0.34122031927108765,0.1549752652645111,0.957628607749939,0.37686336040496826
80,0.5196453332901001,0.3511916995048523,0.1462370753288269,1e-06,0.9679591059684753,0.38773274421691895,0.5086786150932312,0.34128889441490173,0.1549246460199356,0.9576511979103088,0.37674978375434875
81,0.5197063684463501,0.35124748945236206,0.1462106853723526,1e-06,0.9679774641990662,0.3877401053905487,0.5087586641311646,0.34136098623275757,0.1548769623041153,0.9577096104621887,0.37664514780044556
82,0.5197675228118896,0.3513033092021942,0.14618423581123352,1e-06,0.968001127243042,0.3877584636211395,0.5088357329368591,0.3414304256439209,0.15483297407627106,0.9577426910400391,0.3765476644039154
83,0.5198284983634949,0.3513590693473816,0.14615774154663086,1e-06,0.9680144190788269,0.38778600096702576,0.5089090466499329,0.3414965569972992,0.15479294955730438,0.9577590227127075,0.37643587589263916
84,0.5198894739151001,0.3514147996902466,0.14613115787506104,1e-06,0.9680288434028625,0.3878006935119629,0.5089694857597351,0.34155112504959106,0.15475767850875854,0.957790195941925,0.3763813376426697
85,0.5199507474899292,0.3514707684516907,0.14610454440116882,1e-06,0.9680392146110535,0.3878190517425537,0.5090249180793762,0.34160104393959045,0.15472500026226044,0.9578271508216858,0.37631961703300476
86,0.5200124979019165,0.3515271842479706,0.14607784152030945,1e-06,0.9680370688438416,0.38781994581222534,0.509081244468689,0.3416518568992615,0.1546962559223175,0.9578404426574707,0.3762606084346771
87,0.5200744867324829,0.35158389806747437,0.14605110883712769,1e-06,0.9680615663528442,0.3878493309020996,0.5091370940208435,0.34170228242874146,0.15466685593128204,0.9578609466552734,0.376187264919281
88,0.5201367139816284,0.3516407608985901,0.14602430164813995,1e-06,0.9680957794189453,0.3878612518310547,0.509196937084198,0.3417561948299408,0.15463435649871826,0.9578768014907837,0.3761112689971924
89,0.5201988220214844,0.35169750452041626,0.14599744975566864,1e-06,0.9681060910224915,0.3878787159919739,0.5092577934265137,0.34181109070777893,0.15460288524627686,0.9579153060913086,0.37606385350227356
90,0.520260751247406,0.3517541289329529,0.14597053825855255,1e-06,0.9681265950202942,0.3879135847091675,0.5093172788619995,0.34186476469039917,0.15457487106323242,0.9579131007194519,0.37600216269493103
91,0.5203225016593933,0.35181066393852234,0.1459435522556305,1e-06,0.9681395888328552,0.3879374563694,0.5093732476234436,0.34191522002220154,0.1545485556125641,0.9579265117645264,0.37596458196640015
92,0.5203847289085388,0.3518674969673157,0.14591655135154724,1e-06,0.9681577086448669,0.38794204592704773,0.5094170570373535,0.3419548571109772,0.1545242965221405,0.9579162001609802,0.37590914964675903
93,0.5204470157623291,0.35192450881004333,0.14588944613933563,1e-06,0.968167781829834,0.3879576325416565,0.509463906288147,0.3419971168041229,0.15449832379817963,0.9579370021820068,0.3758384883403778
94,0.5205094814300537,0.35198163986206055,0.14586231112480164,1e-06,0.9681935906410217,0.3879750967025757,0.5095151662826538,0.3420432507991791,0.15447095036506653,0.9579408168792725,0.3757723271846771
95,0.5205721855163574,0.3520388901233673,0.14583511650562286,1e-06,0.96820467710495,0.38800355792045593,0.5095657110214233,0.342088907957077,0.15444639325141907,0.9579479098320007,0.375715970993042
96,0.5206347703933716,0.3520962595939636,0.1458078920841217,1e-06,0.9682345986366272,0.38801732659339905,0.5096124410629272,0.34213101863861084,0.15442781150341034,0.9579574465751648,0.37568289041519165
97,0.5206981897354126,0.35215428471565247,0.14578059315681458,1e-06,0.9682725667953491,0.38804852962493896,0.5096654891967773,0.3421788513660431,0.1544084995985031,0.9579572677612305,0.3756811022758484
98,0.5207617282867432,0.3522123694419861,0.14575324952602386,1e-06,0.9683058261871338,0.38804852962493896,0.5097097754478455,0.342218816280365,0.15439066290855408,0.957964301109314,0.37566500902175903
99,0.5208249092102051,0.3522701859474182,0.14572583138942719,1e-06,0.9683335423469543,0.3880622982978821,0.5097562074661255,0.3422606587409973,0.15437480807304382,0.9579550623893738,0.3756605386734009
